Fecha,ID Local,ID Visitante,Gol Local,Gol Visitante,Num Partido,Resultado
10/02/1929,87,7,2,3,1,-1
10/02/1929,14,88,3,2,2,1
10/02/1929,30,6,1,1,3,0
10/02/1929,2,89,5,0,4,1
12/02/1929,29,1,0,2,5,-1
17/02/1929,6,14,9,0,6,1
17/02/1929,7,30,0,3,7,-1
17/02/1929,1,2,1,2,8,-1
17/02/1929,89,87,5,2,9,1
17/02/1929,88,29,3,1,10,1
24/02/1929,87,88,1,1,11,0
24/02/1929,14,89,3,1,12,1
24/02/1929,29,6,0,4,13,-1
24/02/1929,30,1,3,0,14,1
24/02/1929,2,7,2,1,15,1
03/03/1929,6,89,2,0,16,1
03/03/1929,1,87,2,2,17,0
03/03/1929,14,29,3,0,18,1
03/03/1929,88,7,1,2,19,-1
03/03/1929,2,30,2,1,20,1
10/03/1929,87,6,1,0,21,1
10/03/1929,7,1,4,1,22,1
10/03/1929,89,88,3,3,23,0
10/03/1929,29,2,1,3,24,-1
10/03/1929,30,14,1,1,25,0
24/03/1929,87,30,3,0,26,1
24/03/1929,7,29,4,0,27,1
24/03/1929,1,89,5,2,28,1
24/03/1929,14,2,4,0,29,1
24/03/1929,88,6,6,3,30,1
31/03/1929,6,1,5,1,31,1
31/03/1929,14,87,1,2,32,-1
31/03/1929,89,7,4,1,33,1
31/03/1929,30,29,8,1,34,1
31/03/1929,2,88,2,0,35,1
07/04/1929,87,2,3,2,36,1
07/04/1929,7,6,2,3,37,-1
07/04/1929,1,14,1,0,38,1
07/04/1929,29,89,3,2,39,1
07/04/1929,88,30,2,3,40,-1
21/04/1929,87,29,2,1,41,1
21/04/1929,14,7,3,2,42,1
21/04/1929,89,30,4,3,43,1
21/04/1929,88,1,1,2,44,-1
21/04/1929,2,6,5,1,45,1
28/04/1929,6,30,4,2,46,1
28/04/1929,7,87,1,2,47,-1
28/04/1929,1,29,5,1,48,1
28/04/1929,89,2,5,2,49,1
28/04/1929,88,14,4,3,50,1
05/05/1929,87,89,2,2,51,0
05/05/1929,14,6,4,1,52,1
05/05/1929,29,88,1,3,53,-1
09/05/1929,30,7,3,3,54,0
09/05/1929,2,1,0,1,55,-1
09/05/1929,89,14,0,3,56,-1
12/05/1929,6,29,0,0,57,0
12/05/1929,88,87,7,1,66,1
30/05/1929,7,2,0,3,67,-1
30/05/1929,1,30,1,0,68,1
26/05/1929,6,87,2,3,61,-1
26/05/1929,88,89,2,3,64,-1
26/05/1929,2,29,2,2,65,0
26/05/1929,14,30,1,1,63,0
26/05/1929,1,7,4,0,62,1
19/05/1929,30,2,5,4,59,1
19/05/1929,7,88,3,1,58,1
30/05/1929,29,14,1,1,70,0
30/05/1929,89,6,1,1,69,0
30/06/1929,87,1,0,2,60,-1
02/06/1929,6,88,2,1,71,1
02/06/1929,89,1,1,1,72,0
02/06/1929,29,7,1,2,73,-1
02/06/1929,30,87,3,2,74,1
02/06/1929,2,14,2,0,75,1
09/06/1929,87,14,3,0,76,1
09/06/1929,7,89,5,4,77,1
09/06/1929,1,6,3,0,78,1
09/06/1929,29,30,6,1,79,1
09/06/1929,88,2,0,2,80,-1
16/06/1929,6,7,3,3,81,0
16/06/1929,14,1,1,1,82,0
16/06/1929,89,29,4,1,83,1
16/06/1929,30,88,3,2,84,1
16/06/1929,2,87,2,0,85,1
23/06/1929,6,2,2,0,86,1
23/06/1929,7,14,7,1,87,1
23/06/1929,1,88,4,1,88,1
23/06/1929,29,87,5,1,89,1
23/06/1929,30,89,5,4,90,1
01/12/1929,6,2,2,1,100,1
01/12/1929,7,89,5,3,101,1
01/12/1929,1,30,3,0,102,1
01/12/1929,29,14,4,1,103,1
01/12/1929,88,87,3,2,104,1
08/12/1929,87,1,1,3,105,-1
08/12/1929,14,7,1,0,106,1
08/12/1929,89,6,2,2,107,0
08/12/1929,30,29,7,0,108,1
08/12/1929,2,88,2,2,109,0
15/12/1929,6,30,2,2,110,0
15/12/1929,7,2,2,1,111,1
15/12/1929,1,89,2,1,112,1
15/12/1929,29,87,2,5,113,-1
15/12/1929,88,14,3,3,114,0
22/12/1929,87,89,2,3,115,-1
22/12/1929,7,88,3,3,116,0
22/12/1929,1,29,5,0,117,1
22/12/1929,14,6,2,2,118,0
22/12/1929,30,2,4,0,119,1
29/12/1929,87,6,3,3,120,0
29/12/1929,89,30,3,2,121,1
29/12/1929,29,7,3,2,122,1
29/12/1929,88,1,1,3,123,-1
29/12/1929,2,14,2,4,124,-1
05/01/1930,6,88,5,2,125,1
05/01/1930,1,7,4,2,126,1
05/01/1930,30,87,4,4,127,0
05/01/1930,2,29,6,0,128,1
09/01/1930,14,89,1,2,129,-1
12/01/1930,87,14,2,0,130,1
12/01/1930,7,30,1,1,131,0
12/01/1930,1,6,1,1,132,0
12/01/1930,89,2,1,2,133,-1
12/01/1930,88,29,6,3,134,1
19/01/1930,6,7,6,1,135,1
19/01/1930,14,1,4,0,136,1
19/01/1930,29,89,6,0,137,1
19/01/1930,30,88,2,3,138,-1
19/01/1930,2,87,5,2,139,1
26/01/1930,6,29,4,0,140,1
26/01/1930,7,87,1,3,141,-1
26/01/1930,1,2,1,4,142,-1
26/01/1930,30,14,1,0,144,1
27/01/1930,89,88,0,1,143,-1
02/02/1930,87,88,7,2,145,1
02/02/1930,14,29,3,0,146,1
02/02/1930,89,7,2,0,147,1
02/02/1930,30,1,1,2,148,-1
02/02/1930,2,6,2,3,149,-1
09/02/1930,6,89,3,0,150,1
09/02/1930,1,87,3,1,151,1
09/02/1930,29,30,2,0,152,1
09/02/1930,88,2,2,2,153,0
12/02/1930,7,14,2,0,154,1
16/02/1930,87,29,5,1,155,1
16/02/1930,14,88,3,1,156,1
16/02/1930,89,1,0,3,157,-1
16/02/1930,30,6,1,7,158,-1
16/02/1930,2,7,4,1,159,1
23/02/1930,6,14,6,0,160,1
23/02/1930,89,87,1,2,161,-1
23/02/1930,29,1,2,1,162,1
23/02/1930,88,7,8,2,163,1
23/02/1930,2,30,1,1,164,0
02/03/1930,6,87,5,2,165,1
02/03/1930,7,29,3,1,166,1
02/03/1930,30,89,2,0,167,1
05/03/1930,1,88,4,2,168,1
05/03/1930,14,2,8,1,169,1
09/03/1930,87,30,3,1,170,1
09/03/1930,7,1,3,2,171,1
09/03/1930,89,14,1,2,172,-1
09/03/1930,29,2,2,0,173,1
09/03/1930,88,6,1,1,174,0
16/03/1930,6,1,4,3,175,1
16/03/1930,14,87,1,0,176,1
16/03/1930,29,88,4,2,177,1
16/03/1930,30,7,2,0,178,1
16/03/1930,2,89,6,1,179,1
22/03/1930,89,29,5,0,180,1
23/03/1930,87,2,5,1,181,1
23/03/1930,7,6,3,4,182,-1
23/03/1930,1,14,5,4,183,1
23/03/1930,88,30,3,2,184,1
30/03/1930,87,7,2,1,185,1
30/03/1930,14,30,3,1,186,1
30/03/1930,29,6,2,3,187,-1
30/03/1930,88,89,3,4,188,-1
30/03/1930,2,1,5,1,189,1
07/12/1930,87,88,1,2,200,-1
07/12/1930,1,6,6,3,201,1
07/12/1930,29,89,2,1,202,1
07/12/1930,30,3,2,2,203,0
07/12/1930,2,14,2,0,204,1
14/12/1930,6,30,6,1,205,1
14/12/1930,3,87,3,2,206,1
14/12/1930,14,29,4,1,207,1
14/12/1930,89,1,2,2,208,0
27/01/1931,88,2,1,1,209,0
21/12/1930,87,2,4,1,210,1
21/12/1930,3,14,4,1,211,1
21/12/1930,89,88,2,1,212,1
21/12/1930,29,6,4,1,213,1
21/12/1930,30,1,4,1,214,1
25/12/1930,2,89,3,1,215,1
28/12/1930,6,3,7,1,216,1
28/12/1930,1,29,1,1,217,0
28/12/1930,14,87,5,0,218,1
28/12/1930,88,30,2,4,219,-1
04/01/1931,87,1,5,0,220,1
04/01/1931,89,6,2,1,221,1
04/01/1931,29,30,2,5,222,-1
04/01/1931,88,14,6,1,223,1
04/01/1931,2,3,1,0,224,1
11/01/1931,6,87,5,2,225,1
11/01/1931,1,14,6,2,226,1
11/01/1931,3,88,3,1,227,1
11/01/1931,29,2,3,0,228,1
11/01/1931,30,89,3,1,229,1
18/01/1931,87,30,1,3,230,-1
18/01/1931,3,29,2,5,231,-1
18/01/1931,14,89,4,0,232,1
18/01/1931,88,1,1,1,233,0
18/01/1931,2,6,0,6,234,-1
25/01/1931,6,14,5,1,235,1
25/01/1931,1,3,1,1,236,0
25/01/1931,89,87,1,4,237,-1
25/01/1931,29,88,4,1,238,1
25/01/1931,30,2,2,1,239,1
01/02/1931,87,29,4,2,240,1
01/02/1931,3,89,2,0,241,1
01/02/1931,14,30,1,0,242,1
01/02/1931,88,6,2,3,243,-1
01/02/1931,2,1,0,0,244,0
08/02/1931,6,1,12,1,245,1
08/02/1931,3,30,1,2,246,-1
08/02/1931,14,2,1,1,247,0
08/02/1931,89,29,1,2,248,-1
08/02/1931,88,87,2,2,249,0
15/02/1931,87,3,1,1,250,0
15/02/1931,1,89,0,2,251,-1
15/02/1931,29,14,4,0,252,1
15/02/1931,30,6,1,0,253,1
15/02/1931,2,88,3,0,254,1
22/02/1931,6,29,7,1,255,1
22/02/1931,1,30,5,1,256,1
22/02/1931,14,3,2,0,257,1
22/02/1931,88,89,4,3,258,1
22/02/1931,2,87,1,2,259,-1
01/03/1931,87,14,1,0,260,1
01/03/1931,3,6,1,4,261,-1
01/03/1931,89,2,0,3,262,-1
01/03/1931,29,1,0,1,263,-1
01/03/1931,30,88,3,3,264,0
08/03/1931,6,89,4,1,265,1
08/03/1931,1,87,2,0,266,1
08/03/1931,3,2,2,0,267,1
08/03/1931,14,88,4,2,268,1
08/03/1931,30,29,4,7,269,-1
14/03/1931,89,30,2,1,270,1
15/03/1931,87,6,3,2,271,1
15/03/1931,88,3,4,1,272,1
15/03/1931,2,29,0,0,273,0
17/03/1931,14,1,4,4,274,0
22/03/1931,6,2,2,4,275,-1
22/03/1931,1,88,5,3,276,1
22/03/1931,89,14,3,1,277,1
22/03/1931,29,3,4,0,278,1
22/03/1931,30,87,4,1,279,1
29/03/1931,87,89,1,0,280,1
29/03/1931,3,1,1,1,281,0
29/03/1931,14,6,0,4,282,-1
29/03/1931,88,29,4,3,283,1
29/03/1931,2,30,2,0,284,1
05/04/1931,6,88,1,2,285,-1
05/04/1931,1,2,3,1,286,1
05/04/1931,89,3,1,0,287,1
05/04/1931,29,87,4,1,288,1
05/04/1931,30,14,2,1,289,1
22/11/1931,87,30,2,1,300,1
22/11/1931,3,29,1,2,301,-1
22/11/1931,14,36,3,0,302,1
22/11/1931,88,1,1,3,303,-1
22/11/1931,2,6,1,1,304,0
29/11/1931,6,3,3,2,305,1
29/11/1931,1,87,2,2,306,0
29/11/1931,29,14,2,1,307,1
29/11/1931,30,2,1,2,308,-1
29/11/1931,36,88,5,1,309,1
20/12/1931,87,29,3,1,310,1
20/12/1931,3,30,1,2,311,-1
20/12/1931,14,1,0,3,312,-1
20/12/1931,88,6,1,5,313,-1
20/12/1931,36,2,1,1,314,0
27/12/1931,6,1,3,0,315,1
27/12/1931,14,87,4,2,316,1
27/12/1931,29,88,2,2,317,0
27/12/1931,30,36,7,1,318,1
27/12/1931,2,3,5,0,319,1
03/01/1932,87,2,2,2,320,0
03/01/1932,1,29,4,2,321,1
03/01/1932,30,88,5,0,322,1
03/01/1932,36,6,0,0,323,0
06/01/1932,3,14,4,1,324,1
10/01/1932,6,30,5,1,325,1
10/01/1932,1,3,6,0,326,1
10/01/1932,29,36,4,1,327,1
10/01/1932,88,87,1,0,328,1
10/01/1932,2,14,3,0,329,1
17/01/1932,87,3,4,2,330,1
17/01/1932,14,6,1,0,331,1
17/01/1932,30,29,1,5,332,-1
17/01/1932,2,88,3,2,333,1
17/01/1932,36,1,0,0,334,0
24/01/1932,6,87,4,1,335,1
24/01/1932,1,30,2,0,336,1
24/01/1932,3,36,2,1,337,1
24/01/1932,29,2,0,0,338,0
24/01/1932,88,14,4,1,339,1
31/01/1932,6,29,3,2,340,1
31/01/1932,14,30,2,0,341,1
31/01/1932,88,3,0,2,342,-1
31/01/1932,2,1,2,0,343,1
31/01/1932,36,87,3,2,344,1
07/02/1932,6,2,3,3,345,0
07/02/1932,1,88,3,2,346,1
07/02/1932,29,3,1,1,347,0
07/02/1932,30,87,7,0,348,1
07/02/1932,36,14,3,1,349,1
14/02/1932,87,1,1,3,350,-1
14/02/1932,3,6,0,1,351,-1
14/02/1932,2,30,1,0,352,1
16/02/1932,14,29,6,1,353,1
16/02/1932,88,36,3,2,354,1
21/02/1932,6,88,2,1,355,1
21/02/1932,1,14,2,2,356,0
21/02/1932,29,87,1,1,357,0
21/02/1932,30,3,4,1,358,1
21/02/1932,2,36,4,1,359,1
28/02/1932,87,14,3,2,360,1
28/02/1932,1,6,1,3,361,-1
28/02/1932,3,2,0,1,362,-1
28/02/1932,88,29,2,2,363,0
28/02/1932,36,30,4,0,364,1
06/03/1932,6,36,7,2,365,1
06/03/1932,14,3,4,0,366,1
06/03/1932,29,1,3,2,367,1
06/03/1932,88,30,2,0,368,1
06/03/1932,2,87,4,0,369,1
13/03/1932,87,88,5,0,370,1
13/03/1932,3,1,1,3,371,-1
13/03/1932,14,2,1,2,372,-1
13/03/1932,30,6,3,2,373,1
13/03/1932,36,29,6,4,374,1
20/03/1932,6,14,4,0,375,1
20/03/1932,1,36,3,2,376,1
20/03/1932,3,87,3,1,377,1
20/03/1932,29,30,2,1,378,1
20/03/1932,88,2,1,1,379,0
27/03/1932,87,6,2,1,380,1
27/03/1932,14,88,3,1,381,1
27/03/1932,30,1,0,1,382,-1
27/03/1932,2,29,0,0,383,0
27/03/1932,36,3,5,1,384,1
03/04/1932,87,36,4,1,385,1
03/04/1932,1,2,2,2,386,0
03/04/1932,3,88,1,0,387,1
03/04/1932,29,6,2,0,388,1
03/04/1932,30,14,5,2,389,1
27/11/1932,6,8,9,1,400,1
27/11/1932,3,29,8,2,401,1
27/11/1932,14,2,2,1,402,1
27/11/1932,30,1,2,2,403,0
27/11/1932,36,87,3,2,404,1
04/12/1932,87,14,0,2,405,-1
04/12/1932,1,3,2,0,406,1
04/12/1932,8,36,3,2,407,1
04/12/1932,29,6,0,1,408,-1
04/12/1932,2,30,6,2,409,1
11/12/1932,6,87,3,1,410,1
11/12/1932,3,2,0,1,411,-1
11/12/1932,14,29,2,1,412,1
11/12/1932,36,1,2,2,413,0
12/12/1932,8,30,4,2,414,1
18/12/1932,6,14,0,2,415,-1
18/12/1932,1,87,5,2,416,1
18/12/1932,29,36,2,0,417,1
18/12/1932,30,3,3,1,418,1
18/12/1932,2,8,4,1,419,1
25/12/1932,87,29,2,1,420,1
25/12/1932,8,1,2,1,421,1
25/12/1932,3,6,0,2,422,-1
25/12/1932,14,30,3,0,423,1
25/12/1932,2,36,6,0,424,1
01/01/1933,87,3,3,0,425,1
01/01/1933,1,2,1,1,426,0
01/01/1933,29,8,2,2,427,0
01/01/1933,30,6,2,4,428,-1
01/01/1933,36,14,1,1,429,0
08/01/1933,6,1,1,3,430,-1
08/01/1933,8,87,1,1,431,0
08/01/1933,14,3,3,1,432,1
08/01/1933,30,36,4,1,433,1
08/01/1933,2,29,4,1,434,1
15/01/1933,36,6,1,5,435,-1
15/01/1933,1,14,1,1,437,0
17/01/1933,87,2,1,5,436,-1
17/01/1933,3,8,2,0,438,1
17/01/1933,29,30,7,1,439,1
22/01/1933,6,2,0,2,440,-1
22/01/1933,1,29,4,0,441,1
22/01/1933,8,14,1,2,442,-1
22/01/1933,30,87,2,1,443,1
22/01/1933,36,3,5,2,444,1
29/01/1933,87,36,2,2,445,0
29/01/1933,1,30,3,2,446,1
29/01/1933,8,6,1,5,447,-1
29/01/1933,29,3,9,0,448,1
29/01/1933,2,14,2,0,449,1
05/02/1933,6,29,9,5,450,1
05/02/1933,3,1,2,1,451,1
05/02/1933,14,87,3,2,452,1
05/02/1933,30,2,1,2,453,-1
05/02/1933,36,8,2,1,454,1
12/02/1933,87,6,4,2,455,1
12/02/1933,1,36,4,2,456,1
12/02/1933,29,14,3,1,457,1
12/02/1933,30,8,2,2,458,0
12/02/1933,2,3,2,0,459,1
19/02/1933,87,1,5,1,460,1
19/02/1933,8,2,0,0,461,0
19/02/1933,14,6,2,5,462,-1
19/02/1933,36,29,6,2,463,1
28/02/1933,3,30,1,0,464,1
26/02/1933,6,3,4,0,465,1
26/02/1933,1,8,4,1,466,1
26/02/1933,29,87,2,1,467,1
26/02/1933,30,14,6,1,468,1
26/02/1933,36,2,0,1,469,-1
05/03/1933,6,30,1,2,470,-1
05/03/1933,8,29,3,2,471,1
05/03/1933,3,87,1,1,472,0
05/03/1933,14,36,5,2,473,1
05/03/1933,2,1,2,1,474,1
12/03/1933,87,8,3,3,475,0
12/03/1933,1,6,2,3,476,-1
12/03/1933,3,14,1,0,477,1
12/03/1933,29,2,4,2,478,1
12/03/1933,36,30,2,2,479,0
19/03/1933,6,36,8,2,480,1
19/03/1933,8,3,3,1,481,1
19/03/1933,14,1,2,1,482,1
19/03/1933,30,29,8,0,483,1
19/03/1933,2,87,8,2,484,1
26/03/1933,87,30,6,0,485,1
26/03/1933,3,36,1,1,486,0
26/03/1933,29,1,4,4,487,0
26/03/1933,2,6,0,1,488,-1
28/03/1933,14,8,1,2,489,-1
05/11/1933,87,2,3,3,500,0
05/11/1933,8,29,2,1,501,1
05/11/1933,14,30,4,0,502,1
05/11/1933,28,1,7,3,503,1
05/11/1933,36,6,2,2,504,0
12/11/1933,6,8,5,0,505,1
12/11/1933,1,14,5,0,506,1
12/11/1933,29,28,4,3,507,1
12/11/1933,30,87,4,1,508,1
12/11/1933,2,36,3,2,509,1
18/11/1933,87,1,3,1,510,1
18/11/1933,14,29,5,0,511,1
18/11/1933,2,30,2,0,512,1
18/11/1933,28,6,2,2,513,0
18/11/1933,36,8,2,1,514,1
26/11/1933,6,14,5,0,515,1
26/11/1933,1,2,1,2,516,-1
26/11/1933,8,28,4,2,517,1
26/11/1933,29,87,4,1,518,1
26/11/1933,30,36,3,1,519,1
03/12/1933,87,6,2,0,520,1
03/12/1933,14,8,3,1,521,1
03/12/1933,30,1,2,0,522,1
03/12/1933,2,29,1,0,523,1
03/12/1933,36,28,1,0,524,1
10/12/1933,6,2,5,1,525,1
10/12/1933,1,36,5,2,526,1
10/12/1933,8,87,2,0,527,1
10/12/1933,29,30,1,1,528,0
10/12/1933,28,14,3,1,529,1
17/12/1933,87,28,1,1,530,0
17/12/1933,1,29,6,3,531,1
17/12/1933,30,6,3,0,532,1
17/12/1933,2,8,0,1,533,-1
17/12/1933,36,14,1,0,534,1
24/12/1933,6,1,6,1,535,1
24/12/1933,8,30,1,1,536,0
24/12/1933,14,87,6,2,537,1
24/12/1933,28,2,3,2,538,1
24/12/1933,36,29,1,2,539,-1
31/12/1933,87,36,1,2,540,-1
31/12/1933,1,8,5,1,541,1
31/12/1933,29,6,3,2,542,1
31/12/1933,30,28,3,1,543,1
31/12/1933,2,14,3,2,544,1
07/01/1934,6,36,6,2,545,1
07/01/1934,1,28,2,0,546,1
07/01/1934,29,8,4,1,547,1
07/01/1934,30,14,3,3,548,0
07/01/1934,2,87,2,1,549,1
13/01/1934,14,1,3,2,550,1
14/01/1934,87,30,0,0,551,0
14/01/1934,8,6,1,3,552,-1
14/01/1934,28,29,3,1,553,1
14/01/1934,36,2,2,1,554,1
21/01/1934,6,28,6,2,555,1
21/01/1934,1,87,4,0,556,1
21/01/1934,8,36,2,1,557,1
21/01/1934,29,14,3,1,558,1
21/01/1934,30,2,0,3,559,-1
28/01/1934,87,29,2,1,560,1
28/01/1934,14,6,1,4,561,-1
28/01/1934,2,1,4,0,562,1
28/01/1934,28,8,4,3,563,1
28/01/1934,36,30,4,1,564,1
04/02/1934,6,87,9,0,565,1
04/02/1934,1,30,4,0,566,1
04/02/1934,8,14,3,1,567,1
04/02/1934,29,2,4,3,568,1
22/02/1934,28,36,7,0,569,1
11/02/1934,87,8,0,1,570,-1
11/02/1934,14,28,5,2,571,1
11/02/1934,30,29,2,1,572,1
11/02/1934,2,6,3,0,573,1
11/02/1934,36,1,2,0,574,1
18/02/1934,6,30,2,1,575,1
18/02/1934,8,2,2,1,576,1
18/02/1934,14,36,2,2,577,0
18/02/1934,29,1,3,1,578,1
18/02/1934,28,87,7,0,579,1
25/02/1934,87,14,1,2,580,-1
25/02/1934,1,6,2,1,581,1
25/02/1934,29,36,2,1,582,1
25/02/1934,30,8,3,2,583,1
25/02/1934,2,28,5,1,584,1
04/03/1934,6,29,3,1,585,1
04/03/1934,8,1,1,0,586,1
04/03/1934,14,2,2,2,587,0
04/03/1934,28,30,3,2,588,1
04/03/1934,36,87,0,0,589,0
02/12/1934,6,28,4,0,600,1
02/12/1934,1,87,4,0,601,1
02/12/1934,29,30,2,1,602,1
02/12/1934,2,8,0,1,603,-1
02/12/1934,33,7,4,0,604,1
02/12/1934,36,14,1,3,605,-1
09/12/1934,87,36,2,1,606,1
09/12/1934,7,29,3,1,607,1
09/12/1934,8,1,2,1,608,1
09/12/1934,14,6,1,3,609,-1
09/12/1934,30,2,1,2,610,-1
09/12/1934,28,33,4,2,611,1
16/12/1934,87,8,0,3,612,-1
16/12/1934,1,30,4,0,613,1
16/12/1934,29,28,1,3,614,-1
16/12/1934,2,7,2,0,615,1
16/12/1934,33,14,5,1,616,1
16/12/1934,36,6,1,0,617,1
23/12/1934,6,33,4,0,618,1
23/12/1934,7,1,1,3,619,-1
23/12/1934,8,36,3,0,620,1
23/12/1934,14,29,4,2,621,1
23/12/1934,30,87,3,2,622,1
23/12/1934,28,2,0,3,623,-1
30/12/1934,87,7,3,1,624,1
30/12/1934,1,28,5,2,625,1
30/12/1934,8,30,1,0,626,1
30/12/1934,29,6,6,0,627,1
30/12/1934,2,14,7,2,628,1
30/12/1934,36,33,2,1,629,1
06/01/1935,6,2,4,1,630,1
06/01/1935,7,8,4,2,631,1
06/01/1935,14,1,4,1,632,1
06/01/1935,30,36,3,1,633,1
06/01/1935,28,87,4,1,634,1
06/01/1935,33,29,2,0,635,1
13/01/1935,87,14,0,4,636,-1
13/01/1935,1,6,2,2,637,0
13/01/1935,8,28,2,1,638,1
13/01/1935,30,7,4,0,639,1
13/01/1935,2,33,3,1,640,1
13/01/1935,36,29,2,0,641,1
20/01/1935,6,87,8,0,642,1
20/01/1935,7,36,5,2,643,1
20/01/1935,14,8,1,1,644,0
20/01/1935,29,2,1,2,645,-1
20/01/1935,28,30,4,0,646,1
20/01/1935,33,1,3,1,647,1
27/01/1935,87,33,3,2,648,1
27/01/1935,7,28,3,3,649,0
27/01/1935,1,29,1,1,650,0
27/01/1935,8,6,1,0,651,1
27/01/1935,30,14,1,4,652,-1
27/01/1935,36,2,4,1,653,1
03/02/1935,6,30,7,0,654,1
03/02/1935,14,7,0,2,655,-1
03/02/1935,29,87,0,0,656,0
03/02/1935,2,1,8,2,657,1
03/02/1935,33,8,0,3,658,-1
03/02/1935,36,28,0,4,659,-1
10/02/1935,87,2,1,2,660,-1
10/02/1935,7,6,2,2,661,0
10/02/1935,1,36,3,2,662,1
10/02/1935,8,29,3,1,663,1
10/02/1935,30,33,0,0,664,0
10/02/1935,28,14,8,3,665,1
17/02/1935,87,1,2,2,666,0
17/02/1935,7,33,1,0,667,1
17/02/1935,8,2,1,0,668,1
17/02/1935,14,36,1,2,669,-1
17/02/1935,30,29,2,3,670,-1
17/02/1935,28,6,3,2,671,1
24/02/1935,6,14,1,2,672,-1
24/02/1935,1,8,4,0,673,1
24/02/1935,29,7,2,2,674,0
24/02/1935,2,30,2,0,675,1
24/02/1935,33,28,3,1,676,1
24/02/1935,36,87,2,0,677,1
03/03/1935,6,36,4,1,678,1
03/03/1935,7,2,2,2,679,0
03/03/1935,8,87,0,0,680,0
03/03/1935,14,33,1,4,681,-1
03/03/1935,30,1,2,1,682,1
03/03/1935,28,29,3,0,683,1
10/03/1935,87,30,0,1,684,-1
10/03/1935,1,7,0,0,685,0
10/03/1935,29,14,2,1,686,1
10/03/1935,2,28,2,1,687,1
10/03/1935,33,6,3,0,688,1
10/03/1935,36,8,3,1,689,1
17/03/1935,6,29,4,2,690,1
17/03/1935,7,87,3,1,691,1
17/03/1935,14,2,2,4,692,-1
17/03/1935,30,8,2,4,693,-1
17/03/1935,28,1,4,3,694,1
17/03/1935,33,36,4,2,695,1
24/03/1935,87,28,1,2,696,-1
24/03/1935,1,14,2,2,697,0
24/03/1935,8,7,2,0,698,1
24/03/1935,29,33,3,2,699,1
24/03/1935,2,6,5,2,700,1
24/03/1935,36,30,7,1,701,1
31/03/1935,6,1,3,5,702,-1
31/03/1935,7,30,3,1,703,1
31/03/1935,14,87,2,0,704,1
31/03/1935,29,36,5,0,705,1
31/03/1935,28,8,0,1,706,-1
31/03/1935,33,2,1,3,707,-1
07/04/1935,87,6,0,1,708,-1
07/04/1935,1,33,2,3,709,-1
07/04/1935,8,14,5,0,710,1
07/04/1935,30,28,3,5,711,-1
07/04/1935,2,29,3,2,712,1
07/04/1935,36,7,2,0,713,1
14/04/1935,6,8,0,0,714,0
14/04/1935,14,30,4,1,715,1
14/04/1935,29,1,2,3,716,-1
14/04/1935,2,36,3,0,717,1
14/04/1935,28,7,2,1,718,1
14/04/1935,33,87,4,0,719,1
21/04/1935,87,29,0,1,720,-1
21/04/1935,7,14,5,2,721,1
21/04/1935,1,2,5,0,722,1
21/04/1935,8,33,2,2,723,0
21/04/1935,28,36,4,4,724,0
22/04/1935,30,6,0,4,725,-1
28/04/1935,6,7,5,2,726,1
28/04/1935,14,28,3,2,727,1
28/04/1935,29,8,0,5,728,-1
28/04/1935,2,87,6,1,729,1
28/04/1935,33,30,7,2,730,1
28/04/1935,36,1,1,1,731,0
10/11/1935,7,29,1,0,800,1
10/11/1935,8,27,5,1,801,1
10/11/1935,14,1,1,0,802,1
10/11/1935,18,2,0,1,803,-1
10/11/1935,28,6,3,3,804,0
10/11/1935,36,33,5,0,805,1
17/11/1935,6,8,7,0,806,1
17/11/1935,1,7,5,1,807,1
17/11/1935,27,18,3,0,808,1
17/11/1935,29,36,6,2,809,1
17/11/1935,2,14,6,0,810,1
17/11/1935,33,28,1,1,811,0
24/11/1935,7,2,2,3,812,-1
24/11/1935,14,27,3,0,813,1
24/11/1935,18,6,1,0,814,1
24/11/1935,28,8,2,3,815,-1
24/11/1935,33,29,1,2,816,-1
24/11/1935,36,1,1,2,817,-1
01/12/1935,6,14,5,2,818,1
01/12/1935,1,33,4,1,819,1
01/12/1935,8,18,1,1,820,0
01/12/1935,27,7,4,0,821,1
01/12/1935,29,28,2,6,822,-1
01/12/1935,2,36,4,1,823,1
08/12/1935,7,6,1,2,824,-1
08/12/1935,14,8,3,0,825,1
08/12/1935,29,1,4,0,826,1
08/12/1935,28,18,5,2,827,1
08/12/1935,33,2,2,1,828,1
08/12/1935,36,27,2,1,829,1
15/12/1935,6,36,3,2,830,1
15/12/1935,1,28,5,2,831,1
15/12/1935,8,7,3,0,832,1
15/12/1935,18,14,2,1,833,1
15/12/1935,27,33,6,3,834,1
15/12/1935,2,29,2,4,835,-1
22/12/1935,7,18,1,2,836,-1
22/12/1935,1,2,0,3,837,-1
22/12/1935,29,27,3,1,838,1
22/12/1935,28,14,5,2,839,1
22/12/1935,33,6,0,2,840,-1
22/12/1935,36,8,0,2,841,-1
29/12/1935,6,29,6,1,842,1
29/12/1935,8,33,1,0,843,1
29/12/1935,14,7,2,3,844,-1
29/12/1935,18,36,2,0,845,1
29/12/1935,27,1,0,1,846,-1
29/12/1935,2,28,5,4,847,1
05/01/1936,1,6,2,0,848,1
05/01/1936,29,8,5,1,849,1
05/01/1936,2,27,6,2,850,1
05/01/1936,28,7,4,1,851,1
05/01/1936,33,18,1,2,852,-1
05/01/1936,36,14,1,0,853,1
